playerName,teamLong,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Hobie Harris,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876068,0,0,
Omar Espinosa,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa653697,0,0,
Ranger Suarez,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659551,0,0,
Kyle Dowdy,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa875594,0,0,
Ethan Mildren,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa737903,0,0,
Yorfrank Lopez,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa505044,0,0,
Kyle Stroup,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503990,0,0,
Spencer Turnbull,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827481,0,0,
Matt Smith,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918774,0,0,
Nicholas Sawyer,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550042,0,0,
Jonathan Padilla,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa830225,0,0,
Merandy Gonzalez,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737381,0,0,
Trey Supak,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828707,0,0,
Yoely Bello,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550536,0,0,
Marc Magliaro,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739267,0,0,
Dillon Maples,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599130,0,0,
Luis Escobar,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828442,0,0,
Neil Kozikowski,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737863,0,0,
Blake Holovach,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa658632,0,0,
Conor Krauss,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829273,0,0,
Francisco Cordova,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa254785,0,0,
Jon Harris,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658929,0,0,
Zach Tillery,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829060,0,0,
Gaither Bumgardner,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738264,0,0,
Pedro Diaz,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597427,0,0,
Toller Boardman,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa875348,0,0,
Kenny Mathews,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa601581,0,0,
Sam Hentges,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828881,0,0,
Thomas Mcilraith,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875253,0,0,
Kaleb Earls,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829064,0,0,
Chase Edwards,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa738336,0,0,
Ellis Jimenez,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548101,0,0,
Touki Toussaint,Braves,ATL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828666,0,0,
Kelvin Vasquez,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602917,0,0,
Jordan Guth,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658142,0,0,
Geral Silva,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658471,0,0,
Roel Ramirez,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa737902,0,0,
Francisco Gonzalez,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657929,0,0,
Brad Allen,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa580419,0,0,
Josh Degraaf,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876067,0,0,
Eduardo Del Rosario,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737089,0,0,
Carlos Ramirez,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506165,0,0,
Jeffry Fernandez,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597215,0,0,
Heberto Gonzalez,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa508082,0,0,
Jordan Romano,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829155,0,0,
Adonis Rosa,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa828513,0,0,
Jeffrey Shields,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa548358,0,0,
Carlos Acevedo,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa828812,0,0,
Benjamin Wells,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa548384,0,0,
Brady Anderson,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa920186,0,0,
Jose Fernandez,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659789,0,0,
Ryan Milton,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875383,0,0,
Cameron Palmer,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875410,0,0,
Bladimir Matos,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa877507,0,0,
Cristian Castillo,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa872742,0,0,
Justin Maese,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875002,0,0,
Daniel Koger,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827428,0,0,
Jesus Rodriguez,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa323452,0,0,
Juan Perez,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657633,0,0,
Joey Webb,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738424,0,0,
LJ Brewster,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa875329,0,0,
Yoiber Marquina,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737061,0,0,
Jose Almonte,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737055,0,0,
Alexis Ruiz,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa869881,0,0,
Jerad Grundy,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503656,0,0,
Micah Kellogg,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739790,0,0,
Derrick Bleeker,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602386,0,0,
Brody Koerner,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875744,0,0,
Lewis Thorpe,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739599,0,0,
Gabriel Feliz,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa552650,0,0,
Koby Gauna,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa829284,0,0,
Josue Montanez,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549721,0,0,
Austin Glorius,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa883131,0,0,
Tyler Watson,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659063,0,0,
Mario Delgado,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa200472,0,0,
Ruben Vicente,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa244124,0,0,
Cole Irvin,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658684,0,0,
Carlos Balboa,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa742180,0,0,
JR Morillo,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506282,0,0,
Jesse Hernandez,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa550051,0,0,
Sean Poppen,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918427,0,0,
Andrew Hanse,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738306,0,0,
Matthew Borens,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829013,0,0,
Edwin Wilson,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa509385,0,0,
Daniel Mcgrath,Red Sox,BOS,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739598,0,0,
Manuel Rondon,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737083,0,0,
Anderson Martinez,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa597205,0,0,
Alan Garcia,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599541,0,0,
Joshua Torres,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659907,0,0,
Jon Massad,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa738425,0,0,
James Lomangino,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa621661,0,0,
Carlos Salazar,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737688,0,0,
Edwin Contreras,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa394392,0,0,
Ruben Molina,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa824772,0,0,
William Gabay,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658273,0,0,
Brandon Show,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829831,0,0,
Carlos Polanco,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa696311,0,0,
Carson Cross,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa709597,0,0,
Michael Suarez,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa735869,0,0,
Scott Blewett,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828695,0,0,
Rob Huber,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829419,0,0,
Francisco Villa,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599910,0,0,
Hunter Carnevale,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549348,0,0,
Sebastian Kessay,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738247,0,0,
Genesis Cabrera,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828534,0,0,
Brett Graves,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa599301,0,0,
David Carver,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829675,0,0,
Cole Wiper,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599160,0,0,
Matt Milroy,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa503072,0,0,
Hunter Harvey,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737510,0,0,
Trey Teakell,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827438,0,0,
Tyler Bolton,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa829642,0,0,
Luis Morales,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa546523,0,0,
Brandon Miller,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa873281,0,0,
Corbin Hoffner,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658274,0,0,
Josh Walker,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa709577,0,0,
C.K. Irby,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa708971,0,0,
Jerry Mulderig,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738405,0,0,
Skylar Hunter,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857608,0,0,
Michael Gunn,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827321,0,0,
Deion Williams,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598271,0,0,
Robbie Dickey,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828877,0,0,
Ryan Castellanos,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa658967,0,0,
Kenton St. John,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa829610,0,0,
Benjamin Alsup,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599144,0,0,
Joel Linares,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa736750,0,0,
Anyelo Gomez,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737475,0,0,
Tyler Brashears,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875679,0,0,
Austin Platt,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599263,0,0,
Cruz Pereira,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa504807,0,0,
Logan Sawyer,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829628,0,0,
Franco Terrero,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828421,0,0,
Jordan Holloway,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829245,0,0,
Scott Silverstein,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa709606,0,0,
Joan Baez,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828412,0,0,
Jacob Bray,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738576,0,0,
Adonis Uceta,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737486,0,0,
Jared Robinson,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa829022,0,0,
Tyler Hollstegge,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658580,0,0,
Chase Mallard,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829313,0,0,
Andrew Vasquez,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa602686,0,0,
Shao-Ching Chiang,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa659598,0,0,
Crawford Simmons,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa501711,0,0,
Steven Farinaro,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa737934,0,0,
Mitch Brown,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657957,0,0,
Adam Lau,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa876250,0,0,
Leoncio Munoz,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550617,0,0,
Zach Davis,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829350,0,0,
Ayron Adames,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737345,0,0,
Akeem Bostick,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737616,0,0,
Austin Robichaux,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa602629,0,0,
Williams Ramirez,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739056,0,0,
Connor Grey,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918420,0,0,
Jake Burnette,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598012,0,0,
Derek Callahan,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829221,0,0,
Max Beatty,White Sox,CHW,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa738607,0,0,
Reid Love,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa875280,0,0,
Sam Roberts,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa598562,0,0,
Dominic Demasi,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829567,0,0,
Dylan Craig,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829036,0,0,
Franderlyn Romero,Orioles,BAL,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa546503,0,0,
Brett Mooneyham,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa455313,0,0,
Brandon Quintero,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875655,0,0,
Andrew Case,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829881,0,0,
Travis Neubeck,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa875202,0,0,
Jeff Thompson,Tigers,DET,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa707780,0,0,
Jon Keller,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa549073,0,0,
Sandy Baez,Tigers,DET,AL,2,2,0,1,0,0,0,0,0,9,11,0,6,2,4,4,,sa657709,0,0,
Witt Haggard,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa857656,0,0,
Justin Sprenger,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738592,0,0,
Felix Marte,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa506244,0,0,
Erik Manoah,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829063,0,0,
Matt Festa,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa918041,0,0,
Lukas Schiraldi,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738692,0,0,
Arnaldo Hernandez,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa828154,0,0,
Delvi Francisco,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa547825,0,0,
Weston Davis,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa829015,0,0,
Jerad Mccrummen,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738253,0,0,
Victor Diaz,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa872865,0,0,
Antonio Santillan,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa874781,0,0,
Adrian De Horta,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737857,0,0,
Gabriel Llanes,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa829197,0,0,
Shane Halley,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658503,0,0,
Luis Ortega,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657901,0,0,
Eduar Lopez,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657123,0,0,
Ricardo Pereira,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa504802,0,0,
Jonathan Wandling,Blue Jays,TOR,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa830461,0,0,
Connor Bach,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829289,0,0,
Nicolas Debora,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa688946,0,0,
Cristian Quintin,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597081,0,0,
Aaron Griffin,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737913,0,0,
Andro Cutura,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827476,0,0,
Hector Perez,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa873324,0,0,
Josh Laxer,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa599185,0,0,
Angel German,Dodgers,LAD,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739256,0,0,
Matt Smoral,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657866,0,0,
Matt Krook,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737535,0,0,
Chris Murphy,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,,sa827417,0,0,
Joel Huertas,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829206,0,0,
Tyler Beardsley,Twins,MIN,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa918348,0,0,
Pedro Silverio,Cubs,CHC,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa749438,0,0,
Ty Boyles,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa737945,0,0,
Javier Palacios,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa597688,0,0,
Cecil Tanner,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa526565,0,0,
Evan Smith,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa739307,0,0,
Keivi Rojas,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa596319,0,0,
Jordan Carter,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa829482,0,0,
Abdiel Saldana,Astros,HOU,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa828523,0,0,
Peter Miller,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550034,0,0,
Luis Pollorena,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa738291,0,0,
Joe Gatto,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa828693,0,0,
Jonathon Crawford,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550161,0,0,
Mike Fagan,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa550251,0,0,
Daniel Concepcion,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa875591,0,0,
Nolan Gannon,Rays,TBD,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa658000,0,0,
Benjamin Sandoval,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,sa545115,0,0,
Ryan Riga,White Sox,CHW,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa827479,0,0,
Junior Arias,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa659230,0,0,
Daniel Lewis,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa837842,0,0,
Jeff Howell,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa291733,0,0,
Jefry Rodriguez,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa657760,0,0,
