playerName,teamLong,team,league,G,GS,W,L,S,BS,HLD,CG,SHO,IP,H,R,ER,HR,BB,K,mlbamID,playerid,G_SP,G_RP,defaultPos
Phil Mccormick,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa598568,0,0,
Bryan Evans,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa455162,0,0,
Javy Guerra,Angels,ANA,AL,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,457915,7407,0,7,RP
Shane Broyles,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa658297,0,0,
Ariel Pena,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,516414,10240,0,1,SP|RP
John Mincone,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa501666,0,0,
Austin Adams,Nationals,WSN,NL,10,0,0,0,0,0,0,0,0,10,9,0,5,1,7,11,,sa658119,0,0,
Joe Savery,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,456045,2835,0,0,RP
Justin Wright,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa526239,0,0,
Pedro Echemendia,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa877307,0,0,
Jacob Turner,White Sox,CHW,AL,18,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,545363,10185,2,16,SP
Kenny Faulk,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa501909,0,0,
David Peterson,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa603091,0,0,
Tom Gorzelanny,Indians,CLE,AL,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,452733,6244,0,7,RP|SP
Zack Thornton,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa549662,0,0,
Blaine Howell,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa328243,0,0,
Dylan Unsworth,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa550449,0,0,
Cameron Gann,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa875845,0,0,
Felix Doubront,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,467094,1478,0,0,SP
Steven Wright,Red Sox,BOS,AL,25,24,9,8,0,0,0,0,0,146,151,0,73,19,51,111,453214,8185,24,0,SP|RP
Stephen Fife,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,543155,8077,0,0,SP
Michael Kirkman,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,457779,9877,0,1,RP
Casey Kelly,Braves,ATL,NL,10,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543391,9174,1,9,RP
Steve Delabar,Reds,CIN,NL,7,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,447755,11827,0,7,RP
Josh Tomlin,Indians,CLE,AL,30,23,8,8,0,0,0,0,0,133,147,0,67,22,23,94,458708,9388,29,1,SP
Raul Valdes,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,447744,1953,0,0,RP
Darin Downs,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,445153,5903,0,0,RP
Scott Gracey,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa454894,0,0,
Bryce Stowell,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa455267,0,0,
Rex Brothers,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,571521,9794,0,0,RP
Michael Nesseth,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa501774,0,0,
Ryan Rodebaugh,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa549200,0,0,
A.J. Cole,Nationals,WSN,NL,8,10,3,3,0,0,0,0,0,54,56,0,27,8,17,44,595918,11467,8,0,RP|SP
Andrew Faulkner,Rangers,TEX,AL,9,0,1,1,0,0,0,0,0,20,19,0,10,3,9,18,605226,12982,0,9,RP
Nefi Ogando,Reds,CIN,NL,14,0,0,1,0,0,0,0,0,10,10,0,5,1,5,9,596331,12253,0,14,RP
Cody Ege,Angels,ANA,AL,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,643297,15928,0,13,RP
Andy Pettitte,Yankees,NYY,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,840,0,0,
Tyler Bremer,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa550011,0,0,
Joel Effertz,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa503214,0,0,
Jimmy Reed,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa658611,0,0,
Matt Pierpont,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738366,0,0,
Cody Schumacher,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829745,0,0,
Steven Ames,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,571441,9615,0,0,RP
Martin Perez,Rangers,TEX,AL,33,28,10,10,0,0,0,0,0,164,183,0,82,18,59,102,527048,6902,33,0,SP|RP
Brooks Raley,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,548384,10061,0,0,RP
Jheyson Manzueta,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa506843,0,0,
Adys Portillo,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa503004,0,0,
Adam Loewen,Diamondbacks,ARI,NL,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,429400,2134,0,8,RP
Yaisel Sierra,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa909930,0,0,
Brad Peacock,Astros,HOU,AL,10,6,4,4,0,0,0,0,0,71,69,0,36,11,28,67,502748,5401,5,5,SP
Luis Castillo,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa657487,0,0,
Jose Quijada,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa828494,0,0,
Tim Cooney,Indians,CLE,AL,8,8,3,3,0,0,0,0,0,46,48,0,23,6,15,35,608641,13762,0,0,SP
Adam Morgan,Phillies,PHI,NL,23,3,1,2,0,0,0,0,0,28,29,0,14,5,7,23,605388,12580,21,2,SP
Tyler Ihrig,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa738252,0,0,
Sam Holland,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa739649,0,0,
Brandon Alger,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa658767,0,0,
Dylan Axelrod,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,518420,9303,0,0,RP|SP
Adalberto Mejia,Twins,MIN,AL,1,11,4,4,0,0,0,0,0,65,69,0,33,9,22,50,606167,13188,0,1,RP
Donovan Hand,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,518764,8728,0,0,RP
Joe Gardner,Braves,ATL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501227,0,0,
Jon Perrin,Brewers,MIL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829664,0,0,
Nick Travieso,Reds,CIN,NL,10,0,0,1,0,0,0,0,0,10,10,0,5,1,4,9,,sa657906,0,0,
Manuel Barreda,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa390658,0,0,
Lisalverto Bonilla,Rangers,TEX,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,570810,11266,0,0,RP
Gabriel Ynoa,Mets,NYM,NL,10,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,593679,12938,3,7,RP
Sam Moll,Rockies,COL,NL,10,0,0,0,0,0,0,0,0,10,10,0,5,1,4,9,,sa709023,0,0,
Perci Garner,Indians,CLE,AL,8,0,1,1,0,0,0,0,0,30,29,0,14,3,15,26,592330,10887,0,8,RP
Adam Cimber,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa737888,0,0,
Travis Ballew,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa658550,0,0,
Jarlin Garcia,Marlins,FLA,NL,2,2,1,1,0,0,0,0,0,9,10,0,5,1,3,6,606424,sa597438,0,0,SP
Neil Wagner,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,474599,8162,0,0,RP
Dan Straily,Marlins,FLA,NL,34,24,8,9,0,0,0,0,0,140,141,0,71,20,51,117,573185,9460,31,3,SP
Louis Head,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa658343,0,0,
Jarrod Parker,,,,3,3,1,1,0,0,0,0,0,18,20,0,9,3,6,13,519105,4913,0,0,SP
Timothy Hill,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829603,0,0,
Kyle Winkler,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa526575,0,0,
Jose Casilla,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa456056,0,0,
Rafael Dolis,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,503569,4185,0,0,RP
Justin Thomas,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,476206,9910,0,0,RP
Neal Cotts,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,425840,1797,0,0,RP
Kyle Drabek,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,475138,4359,0,1,RP
Chase Johnson,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa549740,0,0,
David Speer,Indians,CLE,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa827385,0,0,
Zak Hermans,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa738429,0,0,
Juan Oviedo,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,434663,2886,0,0,RP
Andrew Moore,Mariners,SEA,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa874809,0,0,
Chris Paddack,Marlins,FLA,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa875195,0,0,
Andrew Albers,Twins,MIN,AL,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,452027,7853,2,4,RP
Whit Mayberry,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829299,0,0,
Jose Veras,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,407842,2063,0,0,RP
Edwin Escobar,Diamondbacks,ARI,NL,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,546276,10337,2,23,RP
Christian Friedrich,Padres,SDP,NL,24,13,4,5,0,0,0,0,0,73,76,0,36,9,29,55,543184,7942,23,1,RP|SP
Jared Burton,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,454537,8346,0,0,RP
Shane Dyer,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa328214,0,0,
Angel Baez,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa506361,0,0,
Jason Forjet,Giants,SFG,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa658835,0,0,
Wandy Peralta,Reds,CIN,NL,10,0,2,2,0,0,0,0,0,35,34,0,17,4,16,30,593974,14295,0,10,RP
John Lannan,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,458709,7080,0,0,RP|SP
Josh Stinson,Orioles,BAL,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,502139,3219,0,0,RP|SP
Seth Rosin,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,519229,10606,0,0,RP
Aaron West,Astros,HOU,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658305,0,0,
Kyle Lloyd,Padres,SDP,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738472,0,0,
Nelson Gonzalez,Rockies,COL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa506311,0,0,
David Garner,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa549882,0,0,
Tyler Mizenko,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa577659,0,0,
Luis De La Cruz,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa503010,0,0,
Chris O'Grady,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,622217,sa658155,0,0,
Robby Rowland,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa548199,0,0,
Dusten Knight,Giants,SFG,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa738418,0,0,
Ryan Tatusko,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa389188,0,0,
Brian Rauh,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658170,0,0,
Miguel Pena,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa501449,0,0,
Mariano Llorens,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa658625,0,0,
Frank Gailey,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa389206,0,0,
Wesley Parsons,Braves,ATL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa736026,0,0,
Kyle Davies,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,434678,3642,0,0,RP|SP
Ricardo Gomez,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa212426,0,0,
Wander Suero,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa548041,0,0,
Junior Lopez,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa830366,0,0,
Red Patterson,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,572017,10710,0,0,SP
Robert Carson,Mets,NYM,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,518533,2570,0,0,RP
Pete Ruiz,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455120,0,0,
Carlos Navas,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa550615,0,0,
Gabriel Alfaro,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa294420,0,0,
Jordan Zimmermann,Tigers,DET,AL,19,29,10,11,0,0,0,0,0,173,189,0,87,26,40,115,519455,4505,18,1,SP
Jonathan Aro,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,608167,14699,0,1,RP
Anthony Carter,Rangers,TEX,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa302341,0,0,
Eric Skoglund,Royals,KCR,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa598268,0,0,
Jimmy Cordero,Nationals,WSN,NL,10,0,0,0,0,0,0,0,0,10,10,0,5,1,4,8,622772,sa680023,0,0,
Brian Dupra,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa526184,0,0,
Matt Albers,White Sox,CHW,AL,58,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,458006,4300,1,57,RP
Matt Wisler,Braves,ATL,NL,29,21,6,9,0,0,0,0,0,122,130,0,64,18,39,96,605538,12804,26,1,SP
Miguel Almonte,Royals,KCR,AL,45,5,3,4,0,0,0,0,0,68,66,0,34,8,32,59,602083,14139,0,0,RP
Michael Blazek,Brewers,MIL,NL,42,0,1,1,0,0,0,0,0,15,15,0,8,2,7,13,518468,9654,0,41,RP
Vidal Nuno,Orioles,BAL,AL,55,3,2,2,0,0,0,0,0,43,45,0,21,7,12,36,573064,9674,0,55,RP
Benino Pruneda,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa401631,0,0,
Matt Ott,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa577800,0,0,
Ryan Beckman,Pirates,PIT,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501977,0,0,
Chris Resop,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,434592,3799,0,0,RP
Eduard Santos,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,,sa505276,0,0,
Ryan Carpenter,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455439,0,0,
Josh Kinney,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,448337,3638,0,0,RP
Daniel Gibson,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa549733,0,0,
Joshua Hodges,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa501515,0,0,
Buck Farmer,Tigers,DET,AL,14,5,3,3,0,0,0,0,0,47,49,0,24,7,17,38,571656,14814,1,13,RP|SP
Bruce Billings,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,501852,3044,0,0,RP
Matt Carasiti,Rockies,COL,NL,19,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,571539,13276,0,19,RP
Tanner Scheppers,Rangers,TEX,AL,10,0,0,0,0,0,0,0,0,10,10,0,5,1,4,9,489294,10267,0,10,RP|SP
Stephen Perakslis,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa621679,0,0,
Richard James Hively,Diamondbacks,ARI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa549748,0,0,
Mark Lamm,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa545076,0,0,
Derek Self,Nationals,WSN,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa577722,0,0,
Cody Hebner,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa597962,0,0,
Steven Hensley,Angels,ANA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa454531,0,0,
Michael Kohn,Braves,ATL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,543409,8505,0,0,RP
Pat Ludwig,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa658147,0,0,
Alberto Cabrera,Cubs,CHC,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,501227,8352,0,0,RP
Randy Fontanez,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa549664,0,0,
Jonathan Arias,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa392877,0,0,
Jonathan Pettibone,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543643,7106,0,0,SP
Jason Vargas,Royals,KCR,AL,3,26,8,10,0,0,0,0,0,145,154,0,73,21,40,100,450306,8044,3,0,SP|RP
Jaron Long,Nationals,WSN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa706969,0,0,
Justin Nicolino,Marlins,FLA,NL,18,11,3,4,0,0,0,0,0,65,74,0,33,8,17,35,592593,11754,13,5,SP
Lay Batista,Marlins,FLA,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa505283,0,0,
Isaac Anderson,Dodgers,LAD,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738925,0,0,
Doug Fister,,,,32,28,9,11,0,0,0,0,0,163,182,0,84,22,47,107,450729,9425,32,0,SP
Michael Olmsted,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa390636,0,0,
Bradin Hagens,Diamondbacks,ARI,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543266,7422,0,0,RP
James McDonald,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,457428,5523,0,0,SP
Tyler Mahle,Reds,CIN,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa737914,0,0,
Neil Ramirez,Twins,MIN,AL,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,519166,7677,0,8,RP
Steve Geltz,Rays,TBD,AL,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,544993,8402,0,27,RP
Josh Collmenter,Braves,ATL,NL,15,2,2,2,0,0,0,0,0,34,37,0,18,5,11,25,518567,7312,0,15,SP
Travis Banwart,Indians,CLE,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa389775,0,0,
Adam Warren,Yankees,NYY,AL,29,5,4,4,0,0,0,0,0,73,74,0,36,10,28,59,476589,9029,1,28,RP|SP
Matt Cain,Giants,SFG,NL,21,16,5,6,0,0,0,0,0,89,91,0,45,12,29,67,430912,4732,17,4,SP
Josh Outman,Yankees,NYY,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,489189,4004,0,0,RP
Jeremy Hefner,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,458550,1989,0,0,SP
Eric Stout,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829070,0,0,
Kyle Bird,Rays,TBD,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa829691,0,0,
Casey Coleman,Royals,KCR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,488787,8270,0,0,RP
Chandler Hawkins,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa876115,0,0,
Jimmy Nelson,Brewers,MIL,NL,32,19,5,8,0,0,0,0,0,111,117,0,59,14,45,91,519076,10547,32,0,SP
Kevin McCarthy,Royals,KCR,AL,10,0,1,1,0,0,0,0,0,15,16,0,7,2,6,11,641838,15240,0,10,RP
Brandon Mann,Athletics,OAK,AL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa202622,0,0,
Jesse Hahn,Athletics,OAK,AL,9,16,5,6,0,0,0,0,0,92,101,0,48,10,37,63,534910,13287,9,0,SP
Ramon Benjamin,Padres,SDP,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa393218,0,0,
Pedro Villarreal,Reds,CIN,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,543881,9904,0,0,RP
John Gast,Cardinals,STL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,518713,11133,0,0,SP
Rob Wort,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa502647,0,0,
Roberto Hernandez,Braves,ATL,NL,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,433584,3273,2,0,SP
Tim Adleman,Reds,CIN,NL,13,2,2,2,0,0,0,0,0,39,40,0,20,6,11,32,534947,10968,13,0,SP
Mike McClendon,Brewers,MIL,NL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,501873,9587,0,0,RP
Brad Lincoln,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,453184,4241,0,0,RP|SP
Jordan Norberto,Athletics,OAK,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,467099,8432,0,0,RP
Barry Enright,Angels,ANA,AL,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,446264,2412,0,0,RP
Hassan Pena,,,,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa327740,0,0,
Mark Leiter,Phillies,PHI,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa738283,0,0,
Luke Jackson,Rangers,TEX,AL,8,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,592426,11752,0,8,RP
Luis Perez,Blue Jays,TOR,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,469802,6389,0,0,RP
Yovani Gallardo,Mariners,SEA,AL,24,23,7,8,0,0,0,0,0,126,134,0,64,16,48,90,451596,8173,23,0,SP
Tyler Pill,Mets,NYM,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa577757,0,0,
Adrian Sampson,Mariners,SEA,AL,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,592716,13339,2,0,SP
Miguel Nunez,Phillies,PHI,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,sa547827,0,0,
Logan Ondrusek,Orioles,BAL,AL,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,446185,3677,0,7,RP
Juan Gonzalez,Cardinals,STL,NL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa504209,0,0,
Luke Putkonen,Tigers,DET,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,446367,6736,0,0,RP
Leuris Gomez,Rockies,COL,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa455628,0,0,
Tyler Eppler,Pirates,PIT,NL,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa829043,0,0,
Ryan Horstman,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,sa737780,0,0,
Chad Girodo,Blue Jays,TOR,AL,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,643325,15542,0,14,RP
Joe Wieland,Mariners,SEA,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,543921,6109,1,0,SP
Kendry Flores,Marlins,FLA,NL,1,2,0,1,0,0,0,0,0,9,10,0,5,1,4,7,572309,12118,1,0,RP
Adrian Salcedo,Twins,MIN,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,,sa504003,0,0,
Roman Mendez,Red Sox,BOS,AL,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,542669,10307,0,0,RP
Jon Niese,,,,6,16,5,6,0,0,0,0,0,92,102,0,47,12,32,62,477003,4424,2,4,SP
